"mauris,",urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius.,558,2,4
"erat, in consectetuer","Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus.",453,4,4
interdum,"metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu",568,10,6
"a,","lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus",254,6,7
bibendum ullamcorper. Duis,leo. Cras vehicula aliquet,131,10,5
"sodales at,","Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero.",251,1,7
lorem,"porttitor interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante",31,9,2
"lorem lorem,",ultricies ligula. Nullam enim.,274,5,4
libero nec ligula,et nunc. Quisque ornare tortor at risus. Nunc ac,170,7,3
"lacus vestibulum lorem,","est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque,",414,10,6
fringilla euismod enim.,"Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat.",298,2,7
mauris sit amet,"tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque.",331,8,4
lorem eu,"pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class",71,6,6
vitae dolor.,molestie. Sed id risus,332,6,1
lacus. Mauris,vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis,335,9,5
Proin sed turpis,sed orci lobortis augue scelerisque,254,5,4
Etiam imperdiet dictum,"Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus at augue id ante dictum",378,10,4
ante dictum,"pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis vitae, orci.",102,7,6
"semper et, lacinia",et malesuada fames ac,173,2,4
neque.,at,177,9,5
eu,"Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante lectus convallis est, vitae",340,5,4
fermentum,"vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros",508,5,7
enim.,gravida nunc sed pede. Cum sociis natoque penatibus et magnis,390,4,4
suscipit,lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed,550,4,4
consectetuer euismod est,"semper erat, in consectetuer ipsum nunc id enim.",584,8,1
ullamcorper. Duis,nonummy ipsum non arcu. Vivamus,586,5,1
torquent per conubia,Aliquam rutrum lorem ac risus. Morbi metus. Vivamus,277,5,3
tristique neque,"sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna.",102,3,2
rhoncus. Proin nisl,"nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt",522,5,3
neque et nunc.,"felis eget varius ultrices, mauris ipsum",300,9,5
"sed, hendrerit",ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor,299,7,5
dui,"adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae",407,2,3
molestie pharetra,"felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus ac tellus.",141,6,6
fermentum convallis,"Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a,",283,5,3
Sed et libero.,"accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis diam.",418,3,2
"lectus rutrum urna,",varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est.,151,9,2
nisi,"Proin nisl sem, consequat nec, mollis vitae, posuere",172,7,4
Suspendisse,"augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra,",548,9,4
lorem fringilla,"tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus.",135,8,7
luctus et ultrices,arcu.,331,6,5
auctor odio a,"mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id",42,10,2
Quisque ac libero,"risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit",178,5,3
Nulla,"fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus",466,2,2
nibh.,"imperdiet ullamcorper. Duis at lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id,",60,7,2
primis in faucibus,"aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac",7,3,4
"lobortis quis,",lectus justo eu arcu. Morbi sit amet massa.,285,2,4
Nullam scelerisque,"ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla,",193,6,3
orci lobortis augue,morbi tristique senectus,34,3,4
Quisque,"neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt,",191,9,1
ornare. Fusce mollis.,"ullamcorper. Duis at lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id, erat. Etiam vestibulum",557,8,7
"posuere at,",vitae purus gravida sagittis. Duis gravida. Praesent eu nulla at sem molestie,575,10,3
ullamcorper magna. Sed,nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,114,4,2
"Phasellus dolor elit,","ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac",287,10,6
sit amet orci.,"cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum",467,10,2
Aenean eget metus.,"sed, facilisis",355,7,6
Sed,"augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean",248,7,7
"Duis mi enim,","eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in",260,8,5
justo. Praesent,sociis natoque penatibus,3,3,4
iaculis odio. Nam,"metus vitae velit egestas lacinia. Sed congue, elit sed",344,4,7
"quis, pede. Suspendisse","lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna.",388,10,4
risus,"nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis,",221,4,4
"lectus convallis est,","vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo",398,1,5short_description,description,customer_user,case_employee,status
gravida nunc,"magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse",158,5,6
sit,Vestibulum accumsan neque et nunc. Quisque ornare tortor at risus. Nunc ac sem ut dolor dapibus,421,1,7
Nam tempor diam,"ligula consectetuer rhoncus. Nullam velit dui, semper",419,8,4
sit amet,"lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras",87,9,6
velit eu sem.,"lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla",576,9,2
magnis dis,"neque sed dictum eleifend, nunc risus varius orci, in consequat enim diam vel arcu. Curabitur ut odio vel est tempor",565,5,5
"id, libero. Donec","tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante",250,9,6
at sem molestie,"et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit",434,3,1
dolor dapibus gravida.,Proin,113,7,2
eget metus. In,Phasellus at augue id ante dictum cursus. Nunc,32,9,4
"at, velit.","Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam.",285,9,6
aliquam eros turpis,"sed orci lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam",27,10,3
"Curabitur consequat,",primis in faucibus orci luctus et ultrices,204,10,2
dui. Suspendisse,"amet ultricies sem magna nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc",482,4,3
"posuere vulputate, lacus.","cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus. Nullam suscipit,",433,4,7
porttitor interdum. Sed,quam vel sapien imperdiet ornare.,413,7,6
Nulla facilisi.,"arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum",17,6,2
"lobortis, nisi",libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim,239,10,5
tellus faucibus,sem eget massa.,39,9,7
augue ut,"dui, semper et, lacinia vitae, sodales at, velit.",285,3,7
sodales.,"Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in",201,3,6
ut ipsum,malesuada fames ac turpis egestas. Aliquam fringilla cursus purus.,595,1,5
Mauris quis turpis,"non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque",128,3,3
faucibus orci,eu odio tristique pharetra.,272,4,2
nec,"Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl",144,7,3
erat,"Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non,",566,1,6
ridiculus,"neque. In ornare sagittis felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus",113,4,7
Cras sed,"posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh dolor, nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam nunc, ullamcorper",375,6,3
diam eu dolor,"Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque",51,7,3
Proin eget,"tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis",136,2,1
ridiculus,"cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros.",53,7,6
lorem,"turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed",131,8,2
sem egestas,"nunc, ullamcorper eu, euismod",279,10,6
libero. Proin mi.,"Praesent eu nulla at sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus at augue id ante dictum cursus. Nunc",172,5,1
Cras vulputate,"ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium",432,8,5
nisi,pede,91,10,7
et,"mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet",402,10,5
at,"mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor.",513,3,4
mauris,"Fusce dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis.",24,1,1
"nunc est, mollis","ornare sagittis felis. Donec tempor, est ac mattis semper, dui",503,4,6
Donec fringilla.,"Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in",101,5,4
pede blandit congue.,amet risus. Donec egestas. Aliquam nec enim. Nunc,40,5,2
ornare lectus justo,"aliquam eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus",285,1,5
"egestas a, scelerisque",Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat,158,7,7
Phasellus,"lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet",388,5,5
"ornare, libero at",luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus.,4,2,4
Aenean eget,"mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra, felis",91,10,3
leo,"dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis. Phasellus",110,6,1
Phasellus at augue,"est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus ac tellus. Suspendisse sed",525,8,7
Etiam vestibulum,"accumsan convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec",508,7,7
in felis.,"laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy",82,10,1
consectetuer euismod,"ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio,",120,5,7
"et, euismod et,",eu erat semper rutrum. Fusce,390,2,3
inceptos,vel,422,4,5
congue,"id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis a, magna.",567,4,5
sem ut dolor,"accumsan convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque,",391,10,3
aliquet diam.,"rhoncus. Nullam velit dui, semper",470,7,6
quam a felis,"hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet",598,7,5
sit amet ultricies,"Nulla tincidunt, neque",330,4,5
orci lacus,"velit egestas lacinia. Sed congue, elit sed consequat auctor,",312,6,5
in,"a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis",37,4,4
vitae aliquam,"hendrerit a, arcu. Sed et libero. Proin",44,4,2
Aliquam nisl. Nulla,"elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus",450,2,4
orci luctus,"sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum",53,6,1
mauris,Phasellus ornare. Fusce mollis.,168,2,7
arcu. Nunc,"tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis semper,",255,3,4
nisi. Cum sociis,ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac,142,6,4
velit. Pellentesque,"a,",448,6,6
Phasellus dolor,"Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat,",542,9,1
eget,"tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla",202,7,3
felis,et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper,2,6,1
augue ac ipsum.,"nunc est, mollis non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin",463,5,1
Aliquam nisl.,ornare tortor at risus. Nunc ac sem ut,3,10,4
aliquet odio. Etiam,"purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac",459,1,4
risus. Donec,aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida sagittis. Duis gravida. Praesent eu nulla at sem,104,1,5
sem,"lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus.",8,6,7
"pharetra, felis",Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum,531,10,5
leo. Cras,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus.",359,10,3
"Duis mi enim,","Aliquam tincidunt, nunc ac mattis ornare,",448,5,1
In nec,"Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque penatibus et magnis dis parturient",378,8,5
ultricies,"lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque.",527,8,4
aliquet. Phasellus,enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus.,215,8,7
lacus. Quisque purus,turpis egestas. Fusce aliquet magna,503,6,2
mauris. Integer,"vel est tempor bibendum. Donec felis orci, adipiscing non, luctus sit",111,2,5
"ipsum porta elit,",lectus,330,8,2
Donec consectetuer,"molestie in,",349,4,3
mi,"ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie",14,2,7
nunc ac,Quisque porttitor eros,307,1,2
"gravida non, sollicitudin","Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut",258,10,6
Maecenas,"pede et risus. Quisque libero lacus, varius et, euismod",461,6,4
Vivamus,egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam,498,8,3
"tincidunt, neque vitae","egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in",349,7,3
"egestas,","parturient montes, nascetur ridiculus mus. Proin vel arcu eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et,",339,6,5
"a, auctor","cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida sagittis.",451,9,2
quam,"a, aliquet vel, vulputate eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum",600,8,6
Vivamus,"vel arcu eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae,",342,2,4
feugiat,"laoreet lectus quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus varius orci, in consequat enim diam vel arcu. Curabitur",241,1,1
molestie. Sed id,"nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam nunc, ullamcorper eu, euismod ac, fermentum",3,9,6
Mauris eu,"fringilla, porttitor vulputate,",426,1,6
ornare. In faucibus.,libero,227,8,7short_description,description,customer_user,case_employee,status
adipiscing lacus.,velit eget,252,5,5
"cursus in,","placerat eget, venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis",77,6,7
Phasellus,"enim. Mauris quis turpis vitae purus gravida sagittis. Duis gravida. Praesent eu nulla at sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel,",350,3,5
egestas. Aliquam fringilla,fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin,57,5,6
Mauris molestie,Proin non massa non ante bibendum ullamcorper.,79,4,7
neque non,dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum,381,1,7
est. Nunc,odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec,43,1,6
Proin,"elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum.",242,8,6
"nibh enim,","a purus. Duis elementum, dui quis accumsan convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec",303,10,6
"non, dapibus rutrum,","pharetra sed, hendrerit a, arcu. Sed et",572,9,6
felis ullamcorper,lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam.,180,7,4
"blandit at,","lectus sit amet luctus vulputate, nisi sem semper erat, in",546,1,7
"ut, pharetra","eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem.",239,3,3
nibh sit,"a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis",58,8,7
dolor,Nulla eget metus eu,141,9,2
dictum,quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In,558,10,7
sapien,quam quis diam. Pellentesque habitant morbi tristique senectus,450,7,3
et,In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et,443,5,4
lacus. Quisque,Aenean euismod mauris eu,567,6,6
lacus.,"mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem",210,7,1
magnis dis parturient,fermentum metus. Aenean sed,426,6,2
"non, luctus","lectus quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus varius orci, in consequat",149,1,3
ipsum. Suspendisse,Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia.,41,7,7
gravida sagittis.,"facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet",380,3,5
magnis dis,at lacus. Quisque purus,254,8,6
quam. Curabitur vel,est. Mauris eu turpis. Nulla aliquet.,123,8,2
dui. Cras,"ligula tortor, dictum eu, placerat eget, venenatis a, magna. Lorem ipsum dolor sit",161,9,2
ligula. Donec luctus,eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in magna. Phasellus,212,4,5
iaculis odio. Nam,sem molestie sodales. Mauris blandit enim consequat purus. Maecenas,464,2,4
"eu, placerat",facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et,537,9,1
ipsum dolor sit,ipsum. Phasellus vitae mauris sit,495,7,2
"aliquet vel,","dui, semper et, lacinia vitae, sodales",172,6,3
dis parturient,"ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu",180,9,5
facilisis,vel arcu.,108,10,2
In faucibus.,ornare tortor at risus.,393,4,5
purus,urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci,576,1,6
"Sed congue, elit","bibendum ullamcorper. Duis cursus, diam at",222,8,6
Sed neque.,"pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero.",135,10,4
enim,"consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus at augue",473,10,1
Mauris,euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at,114,6,3
eleifend,nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer,555,5,5
Maecenas libero,"aptent taciti sociosqu ad litora torquent per conubia nostra, per",279,7,2
"non,","dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum",17,1,3
quam. Curabitur,"facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna",440,2,4
tincidunt vehicula risus.,"commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper",135,2,5
Proin,mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus,558,6,3
libero.,"dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis.",196,9,3
Nunc pulvinar,"pede. Suspendisse dui. Fusce diam nunc, ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem",91,1,3
Quisque porttitor eros,Mauris,585,3,7
sit,libero. Donec,525,7,7
fermentum,"nibh lacinia orci, consectetuer euismod est arcu ac orci.",82,3,4
imperdiet ullamcorper. Duis,"orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a,",74,10,1
pede. Cum sociis,"ullamcorper, velit in aliquet lobortis, nisi nibh lacinia",247,7,6
morbi tristique,massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer,142,3,5
ornare. Fusce,In scelerisque scelerisque,212,3,3
Nullam feugiat,elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis,177,6,6
massa rutrum magna.,"semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus",459,1,1
per inceptos hymenaeos.,"et, eros. Proin",313,1,1
nunc sed pede.,"auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi.",243,3,7
"scelerisque, lorem","faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at",497,5,6
"hendrerit a, arcu.","ut, molestie in,",235,7,7
egestas. Aliquam,"molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa.",548,10,3
